,tweet,textblob_polarity,textblob_subjectivity,nltk,vader
187,@PhilipConnolly2 cool - am waiting on CI to open - am on aud/usd profit and eur/gbp profit for now,0.175,0.575,"{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.7964}","{'neg': 0.0, 'neu': 0.331, 'pos': 0.669, 'compound': 0.7964}"
188,"@Harry_Dillema Yes,but EURUSD value is actually way easier to estimate, as the majority of goods and services are interchanged in USD or EUR",0.25416666666666665,0.4000000000000001,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7178}","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.7178}"
189,"Sunday afternoon, Fresh brew.. and I'm trying to figure where the turning point on EUR/USD will be after recent rally over last few days.",0.09999999999999999,0.2722222222222222,"{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.839, 'pos': 0.161, 'compound': 0.3182}"
190,EUR/USD also looking well bought on Friday and could see an extension move higher in the near term. This also signals DXY consolidation.,0.175,0.45,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}"
191,"And that's why they call it Freaky Friday, USD/JPY sees large breakdown and EUR/USD reverses to upside. USD set to consolidate into the week",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
192,"looking at Eur/Usd &gt; first targets might be 1,3285 and 1,3320ies &gt; looking at Euro-Bund-Future, there should be more potential :-)  #FXDIRK",0.25,0.3333333333333333,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
193,#bitcoin is backed by cryptography and mathematics while USD and EUR are backed by goofs and banksters via @Harry_Dillema,0.0,0.0,"{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}","{'neg': 0.256, 'neu': 0.744, 'pos': 0.0, 'compound': -0.4767}"
194,"@finansakrobat that's not really qe , they're just buying eur/chf and usd/chf and the corresponding bonds....",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
195,Happy Saturday!! We are selling the USD @1.0319; EUR @1.3712 and GBP @1.6010!  We also have currency for all your HOT destinations! #travel,0.25,0.8500000000000001,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
196,"If you don't need your $BTC converted to $EUR or $USD, hold to it and don't sell. #bitcoin",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
197,"@Edmatts Hi Ed,hope you are having a grt weekend, pls twt the targets on the usd/jpy and eur/jpy",0.0,0.0,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.0772}"
198,@BorsaSeytani EUR/USD reaches our first target step around 1.31 mentioned at 05.04.2013. Excellent technicl analysis for gold and eur/usd ;),0.25,0.3333333333333333,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.4767}","{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.4767}"
199,Considering eur/usd buy and a nzd pair over the weekend.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
200,However.. I have a plan.. Eur/usd for 0.8xxxx (2016).. And.. Usd/jpy below 77.xx (2014).. Just it,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
201,@ICT_MHuddleston where did you get the correlation concepts? I'm looking to apply it to stocks like eur/usd gbp/usd and eur/gbp?,0.0,0.0,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
202,@izzetya eur jpy m5 was not going up with that luttle surge in eur usd. Dies that mean eur usd just stop grabbing and ej waits to go down?,-0.3125,0.6875,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
203,"@TFP_insider the ""crosses"" and JPY playing part in this. So, if EUR/XX goes up and USD/JPY goes down. Signals ""risk off"" and USD index",0.0,0.0,"{'neg': 0.156, 'neu': 0.667, 'pos': 0.178, 'compound': 0.0772}","{'neg': 0.156, 'neu': 0.667, 'pos': 0.178, 'compound': 0.0772}"
204,"US retail sales miss breaks down constructive trends in USD/JPY. Trades moving towards safe havens, as EUR/USD falls and AUD/USD rises.",0.5,0.5,"{'neg': 0.086, 'neu': 0.757, 'pos': 0.157, 'compound': 0.3182}","{'neg': 0.086, 'neu': 0.757, 'pos': 0.157, 'compound': 0.3182}"
205,"The 1.3050 Still Supported EUR/USD and market shows ability to go Up , preferable to close any Short (Sell) Position on it #Stopl0ss",0.0,0.3,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}"
206,@anonimuspak usd/cad  works different that usd/chf . one is relative to oil and the other to europe economi. like eur/usd,0.0,0.0,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
207,"Got a little hairy when USD/JPY broke down after 99.16, EUR/JPY pressure was a large part of the move down and profit taking on USD/JPY.",0.0,0.0,"{'neg': 0.158, 'neu': 0.678, 'pos': 0.164, 'compound': 0.0258}","{'neg': 0.158, 'neu': 0.678, 'pos': 0.164, 'compound': 0.0258}"
208,EUR/USD has formed a Rising Wedge pattern on the 1H chart. The pattern has 76% quality and 43% magnitude in the 95-bar period.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
209,still like usd/chf long and eur/usd short,-0.025,0.35,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}"
210,GBP up vs EUR and steady vs USD contact for prices g.adams@fairfx.com,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
211,"In the FX space: the yen is stronger along with SEK and AUD. NZD is weaker, EUR, USD and GBP are mixed. ^KB #FX",0.0,0.0,"{'neg': 0.187, 'neu': 0.645, 'pos': 0.168, 'compound': -0.0772}","{'neg': 0.187, 'neu': 0.645, 'pos': 0.168, 'compound': -0.0772}"
212,"Our prices are available in idr, eur, and usd currency to facilitate purchases from around the world (FREE SHIPPING!)",0.4,0.8,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}"
213,@goldtradesignal hello nick how r u seeing the strength of Nzd vs eur and usd?  Is it due for pullback,-0.125,0.375,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.4939}"
214,#Cyprus will have to find 13bn euros to secure 10bn euros from the European Union and the #IMF. #eur #usd,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
215,"Still waiting on the EUR/USD short at 1.3120, not wanting to break either way. OANDA showing offers all the way out to 1.3150 and beyond.",0.0,0.3,"{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}","{'neg': 0.0, 'neu': 0.915, 'pos': 0.085, 'compound': 0.0772}"
216,EUR/USD at 1.313 - with good JPM and WFC numbers tmw before market open we could move to 1.32.,0.35,0.55,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4939}","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.4939}"
217,@ForexxMachine dude good to clise my long e j and eur usd now?,0.32499999999999996,0.5,"{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.633, 'pos': 0.367, 'compound': 0.4404}"
218,profit taken on eur/jpy and gbp/jpy.. holding usd/jpy.. buying more eur/jpy @ 130-129.90,0.0,0.0,"{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.734, 'pos': 0.266, 'compound': 0.4404}"
219,Offers &amp; Expiries help EUR and USD; Technicals help out vs. JPY,0.0,0.0,"{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.6597}","{'neg': 0.0, 'neu': 0.565, 'pos': 0.435, 'compound': 0.6597}"
220,"EUR/USD +0.5%, EUR/JPY +0.2%, USD/JPY -0.3% and GBP/USD +0.5% ahead of US Claims",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
221,stop out eur/usd and usd/chf . at Be from yesterday. piss me off .,0.0,0.0,"{'neg': 0.62, 'neu': 0.38, 'pos': 0.0, 'compound': -0.5994}","{'neg': 0.62, 'neu': 0.38, 'pos': 0.0, 'compound': -0.5994}"
222,EUR/USD up against resistance moving averages 50&amp;100 $1.31100-1.31400 plus a previous high. Break higher &amp;its off and running towards $1.33+,0.08111111111111112,0.4022222222222222,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
223,@rioseco751 how do u see Aud/usd and eur/aud developing??,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
224,@WinnersEdgeTrad good morning. Still short eur/usd and Long usd/chf but we need to break 13050. I didn't update charts yet.,0.21666666666666665,0.4333333333333334,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}"
225,"USD/ZAR and EUR/ZAR are now due some consolidation, waiting for direction from offshore. USD/ZAR at 8.90, EUR/ZAR trading north of 11.60.",-0.012499999999999997,0.3875,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
226,"@Sigma_Square Hi Seb, if you can, please make eur/usd and usd/jpy update. I'm little confused, need advice.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
227,"RT @maciejmalecki: Bitcoin is just as fake as USD, CHF and EUR. Your paper money can lose its value as fast as Bitcoin did.",-0.15,0.8,"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.7003}","{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.7003}"
228,"EUR/USD 1hour,2hour,4hour is starting bearish. But daily and weekly are bulls. Waiting until 1-4 hour is bullish again.",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
229,"Maintaining USD longs however, the pickup when EUR was near 1.3100 yesterday, alongside the swissy and meatball were good pickups",0.25,0.46666666666666673,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}"
230,"Bitcoin is just as fake as USD, CHF and EUR. Your paper money can lose its value as fast as Bitcoin did.",-0.15,0.8,"{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.7003}","{'neg': 0.392, 'neu': 0.608, 'pos': 0.0, 'compound': -0.7003}"
231,"Move stop to BE 1/2 short eur/usd at 13096. And 1/2 long usd/chf at 0,9306.",-0.025,0.35,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.296}"
232,"@TheBubbleBubble Indeed. USD #bitcoin volume is outsized, EUR volume is much less, and RUB volume is minimal. Smells like speculation. #BTC",0.2,0.2,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}"
233,"The long dollar trade is alive and kicking, seems that EUR/USD could be trapped in its bearish trend following support from EUR/JPY.",-0.05,0.4,"{'neg': 0.135, 'neu': 0.706, 'pos': 0.159, 'compound': 0.1027}","{'neg': 0.135, 'neu': 0.706, 'pos': 0.159, 'compound': 0.1027}"
234,"short 1/2 eur/usd and long 1/2 usd/chf working well now + 34 pips, + 28 pips.",-0.025,0.35,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}"
235,"@Team_Brophy They were predicting EUR/USD at par last year, Apple at $1,000 too. They get everyone to sell, and then they buy....",0.0,0.06666666666666667,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
236,"Deutsche Bank - ""We don't believe the last few days' EUR/USD squeeze has legs and remain bearish for three reasons - FX Street",0.0,0.06666666666666667,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
237,"The Japanese are not as stupid as the Americans.........

They know how to spot and correct a bubble when they see it ? 

USD/JPY &amp; EUR/JPY",-0.7999999999999999,1.0,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.5267}","{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.5267}"
238,one bank telling me they just finished selling decent chunks of GBP v EUR and USD and did fk all,0.16666666666666666,0.6666666666666666,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
239,"@CVecchioFX What is the reason for big movement of EUR,JPY and USD?",0.0,0.1,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
240,Eyes on the FOMC later at 7pm. Dovish comments = BUY GOLD!! If FED data is negative we're buying EUR/USD and targeting the 1.3180 area.,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
241,EUR/USD slips back below 1.3100 and realistically price should be fairly muted ahead of the FOMC minutes..,0.35,0.45,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}"
242,@ForexxMachine eur usd and ej have to be short now surely........,0.25,0.5944444444444444,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}","{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}"
243,In today's report: Sterling weakens against USD and EUR as worries about UK economy resurface,0.0,0.0,"{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}","{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.4215}"
244,EUR/USD extends gains into 1.3100-1.3115 and momentum good for 1.3160-1.3185 (exit 1.2750 long at 1.3150 with trail stop at 1.3065),0.32499999999999996,0.5,"{'neg': 0.109, 'neu': 0.495, 'pos': 0.396, 'compound': 0.7003}","{'neg': 0.109, 'neu': 0.495, 'pos': 0.396, 'compound': 0.7003}"
245,"EUR/USD
Offers: 1.3100-10
Bids: 1.3030/70

GBP/USD
Offer: 1.5350/65-70
Bids: 1.5285-90 and 1.5300

USD/JPY
Barriers: 99.75 and 100.00...",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
246,Watch EUR/USD at 1.3040/1.3065-1.3160/1.3185; trail stop for longs at 1.3040 and t/p at 1.3150 (exit of 400 pip chase),-0.05,0.4,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
247,"@random_walker Note that the trade volumes are much higher in USD than in EUR. And, that CNY has increased many times more than EUR.",0.25,0.5,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
248,"Paysafecard payment option restored, we apologize for any inconvenience. Both EUR and USD currency work again!",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
249,Wah mainan baru nih RT @andri_ava: EUR/USD test Resis level at 13100 and 13125 and maybe 13190...I'd consider selling tomorrow target 12000,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
250,EUR/USD breaks above 1.3075 and focus on 1.3100,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
251,"The golden rule for foreign exchange: My core views in FX have not changed, I have a preference for USD and GBP over EUR and JPY, and...",0.0875,0.3125,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
252,@Ryver_Party @maxkeiser @russian_market Nothing certain bro except the the #USD #GBP and #EUR has to crash and burn. This aint Kony,0.21428571428571427,0.5714285714285714,"{'neg': 0.211, 'neu': 0.625, 'pos': 0.164, 'compound': -0.1531}","{'neg': 0.211, 'neu': 0.625, 'pos': 0.164, 'compound': -0.1531}"
253,Key EUR/USD Resistance is at 1.3130 (50-day and 100-day SMA convergence AND near 38.2% Fib of Feb 2013 - March 2013 sell-off) #eur  #fxtalk,0.05,0.7,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
254,"40 pips running on eur/usd, moving the stop, and wait.",0.0,0.0,"{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.306, 'neu': 0.694, 'pos': 0.0, 'compound': -0.296}"
255,@WinnersEdgeTrad so basically I waiting for eur weak. So I can get long on eur/aud and eur/usd. Buy the dip on eur weakness.,-0.2,0.44375,"{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7003}","{'neg': 0.367, 'neu': 0.633, 'pos': 0.0, 'compound': -0.7003}"
256,"EUR/USD has completed a full retrace to 1.3061, I now have limit sells in for 1.3066 and stop loss at 1.3080.",0.35,0.55,"{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}","{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.5423}"
257,"Successful Trades on Apr 9, 2013 According to the analysis of the NZD/USD and EUR/USD trader profited on a binary options platform.",0.3,0.0,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}"
258,This new trading system I'm testing is already proving to be pretty profitable and this is just trading 1 pair (EUR/USD) #pips,0.13636363636363635,0.45454545454545453,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}"
259,"Took 20+ pips profit on yesterday's AUD/USD trade and now prefer shorting EUR/USD here at 13030, full details for paid subscribers",0.175,0.42500000000000004,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}"
260,"@Kevin_Warner1 Gun to my head, I'd say GBP/USD up this week and EUR/USD, no idea.",0.0,0.0,"{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}","{'neg': 0.255, 'neu': 0.745, 'pos': 0.0, 'compound': -0.34}"
261,So Jpy was just shy of 100 v Usd and 130 v Eur overnight whilst 100 v AudJpy long since breached...Jpy sellers remain in the wings,-0.05,0.4,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
262,Watch NT trading range for EUR/USD at 1.2900/1.2950-1.3100/1.3150 and USD/JPY at 97.50/98.00-100.00/100.50,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
263,"Hereby we inform you that we have opened new correspondent accounts with Sberbank of Russia OJSC (Moscow) in RUB, EUR and USD.",0.06818181818181818,0.4772727272727273,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
264,"However, whatever and whenever, someday, eur/usd will be back to 0.88xxx and usd/jpy 77.40xxx.. If I've braveness I will be rich",0.39166666666666666,0.5833333333333334,"{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7906}","{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.7906}"
265,if thats true cant wait to go to work and slap the USD|JPY and EUR|JPY around @zerohedge #London,0.35,0.65,"{'neg': 0.128, 'neu': 0.623, 'pos': 0.249, 'compound': 0.3304}","{'neg': 0.128, 'neu': 0.623, 'pos': 0.249, 'compound': 0.3304}"
266,"Very tight range in EUR/USD trading, hearing bids at 1.3050 level and offers at 1.3070/80. OANDA orders have lots of sell orders stacked too",-0.17857142857142858,0.2857142857142857,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
267,Long the eur/nok and long the gbp/usd working out nicely!,0.16666666666666666,0.6,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}","{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}"
268,"still holding usd/jpy long, long gbp/jpy again and also short scalping eur/usd",-0.03333333333333333,0.3666666666666667,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
269,"@Fxflow Good evening Boris, BoJ has already spoken?. EUR/JPY and USD/JPY have not moved much, Not so EUR / USD,you know something about it?",0.44999999999999996,0.4,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}","{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}"
270,"1) USD/JPY looking more and more likely to touch a 100,are you gonna go for it? 2)EUR/USD a buy to sell? 3)Be wary on the EUR/JPY defense",0.0,0.0,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}"
271,"@MtGox  mtgox had his api ready for LTC/btc, LTC/USD, LTC/EUR, LTC/JPY, and same for NMC, the api is ready so..----really？？",0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
272,8hrs later: NINETYNINE HOLDING AND REVISED DOLLAHDIRTY to ~1.30500.. Usd/Jpy Usd/Eur,0.0,0.0,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
273,Eur/Usd is trading right under 1.3020 (minor) psych level and 200 sma on Daily time frame. Could fall from current level,0.07857142857142857,0.37857142857142856,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
274,Spring is in the air! Today we are seling the USd @1.036; EUR @1.3719 and the GBP @1.6010! Nows a great time to buy! #waterloo #spring,0.8,0.75,"{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}","{'neg': 0.0, 'neu': 0.76, 'pos': 0.24, 'compound': 0.6249}"
275,"@kathylienfx Long USD/JPY, Long EUR/GBP, and …hmmm..maybe Long AUD/USD or Short GBP/USD   :) see you soon",-0.037500000000000006,0.37500000000000006,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
276,"If I have understood correctly the EU officials, Brussels wants to keep a competitive advantage on export and tourism. So EUR/USD?",0.0,0.0,"{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}"
277,"Successful Trades on Apr 8, 2013 According to the analysis of the GBP/USD and EUR/USD trader profited on a binary options platform.",0.3,0.0,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}","{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.765}"
278,@petergo99037185 USDJPN looks like its coming down a bit and EUR doing ok too (stable) - USD could move back to 82.50 from where we are now,0.0,0.0,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}","{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}"
279,EUR/USD Higher and ZAR/USD lower...  Movement in dollar. Could US Economy experience another market swoon? #Economy #Usa #Fxtrade,0.25,0.5,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
280,"EUR/USD shot towards 1.3020, waited for a retreat and got out of the trade at 1.3015 for breakeven. EUR/USD seems supported to 1.3030.",0.0,0.0,"{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.5423}","{'neg': 0.0, 'neu': 0.727, 'pos': 0.273, 'compound': 0.5423}"
